FirstName;LastName;Team;Webpage;Img;Number;Position;Shoots;Height;Weight;Birthdate;Hometown
Vitek;Vanecek;Capitals;https://www.nhl.com/player/vitek-vanecek-8477970;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477970.jpg;41;G;--;"6'2""";187;01/09/96;Havlickuv Brod, CZE
Lawson;Crouse;Coyotes;https://www.nhl.com/player/lawson-crouse-8478474;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478474.jpg;67;LW;L;"6'4""";220;06/23/97;Mt. Brydges, ON, CAN
Christian;Dvorak;Coyotes;https://www.nhl.com/player/christian-dvorak-8477989;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477989.jpg;18;C;L;"6'0""";195;02/02/96;Palos, IL, USA
Christian;Fischer;Coyotes;https://www.nhl.com/player/christian-fischer-8478432;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478432.jpg;36;RW;R;"6'2""";214;04/15/97;Chicago, IL, USA
Conor;Garland;Coyotes;https://www.nhl.com/player/conor-garland-8478856;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478856.jpg;83;RW;R;"5'10""";165;03/11/96;Scituate, MA, USA
Taylor;Hall;Coyotes;https://www.nhl.com/player/taylor-hall-8475791;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475791.jpg;91;LW;L;"6'1""";205;11/14/91;Calgary, AB, CAN
Barrett;Hayton;Coyotes;https://www.nhl.com/player/barrett-hayton-8480849;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480849.jpg;29;C;L;"6'1""";190;06/09/00;Peterborough, ON, CAN
Vinnie;Hinostroza;Coyotes;https://www.nhl.com/player/vinnie-hinostroza-8476994;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476994.jpg;13;RW;R;"5'9""";173;04/03/94;Chicago, IL, USA
Clayton;Keller;Coyotes;https://www.nhl.com/player/clayton-keller-8479343;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479343.jpg;9;RW;L;"5'10""";170;07/29/98;Chesterfield, MO, USA
Phil;Kessel;Coyotes;https://www.nhl.com/player/phil-kessel-8473548;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473548.jpg;81;RW;R;"6'0""";202;10/02/87;Madison, WI, USA
Brad;Richardson;Coyotes;https://www.nhl.com/player/brad-richardson-8470755;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470755.jpg;15;C;L;"6'0""";190;02/04/85;Belleville, ON, CAN
Nick;Schmaltz;Coyotes;https://www.nhl.com/player/nick-schmaltz-8477951;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477951.jpg;8;C;R;"6'0""";177;02/23/96;Madison, WI, USA
Carl;Soderberg;Coyotes;https://www.nhl.com/player/carl-soderberg-8471262;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471262.jpg;34;C;L;"6'3""";210;10/12/85;Malmö, SWE
Derek;Stepan;Coyotes;https://www.nhl.com/player/derek-stepan-8474613;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474613.jpg;21;C;R;"6'0""";196;06/18/90;Hastings, MN, USA
Jakob;Chychrun;Coyotes;https://www.nhl.com/player/jakob-chychrun-8479345;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479345.jpg;6;D;L;"6'2""";210;03/31/98;Boca Raton, FL, USA
Jason;Demers;Coyotes;https://www.nhl.com/player/jason-demers-8474218;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474218.jpg;55;D;R;"6'1""";195;06/09/88;Dorval, QC, CAN
Oliver;Ekman-Larsson;Coyotes;https://www.nhl.com/player/oliver-ekman-larsson-8475171;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475171.jpg;23;D;L;"6'2""";200;07/17/91;Karlskrona, SWE
Alex;Goligoski;Coyotes;https://www.nhl.com/player/alex-goligoski-8471274;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471274.jpg;33;D;L;"5'11""";185;07/30/85;Grand Rapids, MN, USA
Niklas;Hjalmarsson;Coyotes;https://www.nhl.com/player/niklas-hjalmarsson-8471769;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471769.jpg;4;D;L;"6'3""";197;06/06/87;Eksjo, SWE
Ilya;Lyubushkin;Coyotes;https://www.nhl.com/player/ilya-lyubushkin-8480950;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480950.jpg;46;D;R;"6'2""";201;04/06/94;Moscow, RUS
Jordan;Oesterle;Coyotes;https://www.nhl.com/player/jordan-oesterle-8477851;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477851.jpg;82;D;L;"6'0""";182;06/25/92;Dearborn Heights, MI, USA
Darcy;Kuemper;Coyotes;https://www.nhl.com/player/darcy-kuemper-8475311;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475311.jpg;35;G;--;"6'5""";215;05/05/90;Saskatoon, SK, CAN
Antti;Raanta;Coyotes;https://www.nhl.com/player/antti-raanta-8477293;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477293.jpg;32;G;--;"6'0""";195;05/12/89;Rauma, FIN
Joey;Anderson;Devils;https://www.nhl.com/player/joey-anderson-8479315;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479315.jpg;14;RW;R;"5'11""";190;06/19/98;Roseville, MN, USA
Jesper;Bratt;Devils;https://www.nhl.com/player/jesper-bratt-8479407;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479407.jpg;63;LW;L;"5'10""";175;07/30/98;Stockholm, SWE
Nikita;Gusev;Devils;https://www.nhl.com/player/nikita-gusev-8477038;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477038.jpg;97;LW;R;"5'9""";163;07/08/92;Moscow, RUS
John;Hayden;Devils;https://www.nhl.com/player/john-hayden-8477401;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477401.jpg;15;C;R;"6'3""";215;02/14/95;Chicago, IL, USA
Nico;Hischier;Devils;https://www.nhl.com/player/nico-hischier-8480002;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480002.jpg;13;C;L;"6'1""";175;01/04/99;Brig, CHE
Jack;Hughes;Devils;https://www.nhl.com/player/jack-hughes-8481559;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481559.jpg;86;C;L;"5'11""";170;05/14/01;Orlando, FL, USA
Michael;McLeod;Devils;https://www.nhl.com/player/michael-mcleod-8479415;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479415.jpg;41;C;R;"6'2""";188;02/03/98;Mississauga, ON, CAN
Kyle;Palmieri;Devils;https://www.nhl.com/player/kyle-palmieri-8475151;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475151.jpg;21;RW;R;"5'11""";185;02/01/91;Smithtown, NY, USA
Kevin;Rooney;Devils;https://www.nhl.com/player/kevin-rooney-8479291;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479291.jpg;16;C;L;"6'2""";190;05/21/93;Canton, MA, USA
Miles;Wood;Devils;https://www.nhl.com/player/miles-wood-8477425;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477425.jpg;44;LW;L;"6'2""";195;09/13/95;Buffalo, NY, USA
Pavel;Zacha;Devils;https://www.nhl.com/player/pavel-zacha-8478401;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478401.jpg;37;C;L;"6'3""";210;04/06/97;Brno, CZE
Travis;Zajac;Devils;https://www.nhl.com/player/travis-zajac-8471233;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471233.jpg;19;C;R;"6'2""";185;05/13/85;Winnipeg, MB, CAN
Will;Butcher;Devils;https://www.nhl.com/player/will-butcher-8477355;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477355.jpg;8;D;L;"5'10""";190;01/06/95;Sun Prairie, WI, USA
Connor;Carrick;Devils;https://www.nhl.com/player/connor-carrick-8476941;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476941.jpg;5;D;R;"5'11""";192;04/13/94;Orland Park, IL, USA
Fredrik;Claesson;Devils;https://www.nhl.com/player/fredrik-claesson-8476368;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476368.jpg;33;D;L;"6'1""";196;11/24/92;Stockholm, SWE
Dakota;Mermis;Devils;https://www.nhl.com/player/dakota-mermis-8477541;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477541.jpg;32;D;L;"6'0""";195;01/05/94;Alton, IL, USA
Mirco;Mueller;Devils;https://www.nhl.com/player/mirco-mueller-8477509;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477509.jpg;25;D;L;"6'3""";210;03/21/95;Winterthur, CHE
Damon;Severson;Devils;https://www.nhl.com/player/damon-severson-8476923;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476923.jpg;28;D;R;"6'2""";205;08/07/94;Melville, SK, CAN
P.K.;Subban;Devils;https://www.nhl.com/player/p-k-subban-8474056;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474056.jpg;76;D;R;"6'0""";210;05/13/89;Toronto, ON, CAN
Mackenzie;Blackwood;Devils;https://www.nhl.com/player/mackenzie-blackwood-8478406;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478406.jpg;29;G;--;"6'4""";225;12/09/96;Thunder Bay, ON, CAN
Cory;Schneider;Devils;https://www.nhl.com/player/cory-schneider-8471239;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471239.jpg;35;G;--;"6'3""";200;03/18/86;Marblehead, MA, USA
Andrew;Agozzino;Ducks;https://www.nhl.com/player/andrew-agozzino-8475461;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475461.jpg;26;LW;L;"5'10""";187;01/03/91;Kleinburg, ON, CAN
David;Backes;Ducks;https://www.nhl.com/player/david-backes-8470655;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470655.jpg;21;RW;R;"6'3""";215;05/01/84;Minneapolis, MN, USA
Nicolas;Deslauriers;Ducks;https://www.nhl.com/player/nicolas-deslauriers-8475235;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475235.jpg;20;LW;L;"6'3""";219;02/22/91;LaSalle, QC, CAN
Ryan;Getzlaf;Ducks;https://www.nhl.com/player/ryan-getzlaf-8470612;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470612.jpg;15;C;R;"6'3""";228;05/10/85;Regina, SK, CAN
Danton;Heinen;Ducks;https://www.nhl.com/player/danton-heinen-8478046;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478046.jpg;43;LW;L;"6'1""";188;07/05/95;Langley, BC, CAN
Adam;Henrique;Ducks;https://www.nhl.com/player/adam-henrique-8474641;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474641.jpg;14;C;L;"6'0""";188;02/06/90;Brantford, ON, CAN
Max;Jones;Ducks;https://www.nhl.com/player/max-jones-8479368;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479368.jpg;49;LW;L;"6'1""";220;02/17/98;Rochester, MI, USA
Sonny;Milano;Ducks;https://www.nhl.com/player/sonny-milano-8477947;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477947.jpg;22;LW;L;"6'0""";194;05/12/96;Massapequa, NY, USA
Rickard;Rakell;Ducks;https://www.nhl.com/player/rickard-rakell-8476483;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476483.jpg;67;LW;R;"6'0""";196;05/05/93;Sundbyberg, SWE
Carter;Rowney;Ducks;https://www.nhl.com/player/carter-rowney-8477240;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477240.jpg;24;C;R;"6'1""";208;05/10/89;Grande Prairie, AB, CAN
Jakob;Silfverberg;Ducks;https://www.nhl.com/player/jakob-silfverberg-8475164;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475164.jpg;33;RW;R;"6'0""";208;10/13/90;Gävle, SWE
Sam;Steel;Ducks;https://www.nhl.com/player/sam-steel-8479351;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479351.jpg;34;C;L;"5'11""";189;02/03/98;Ardrossan, AB, CAN
Michael;Del Zotto;Ducks;https://www.nhl.com/player/michael-del-zotto-8474584;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474584.jpg;44;D;L;"6'0""";195;06/24/90;Stouffville, ON, CAN
Christian;Djoos;Ducks;https://www.nhl.com/player/christian-djoos-8477043;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477043.jpg;29;D;L;"6'0""";180;08/06/94;Gothenburg, SWE
Cam;Fowler;Ducks;https://www.nhl.com/player/cam-fowler-8475764;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475764.jpg;4;D;L;"6'1""";207;12/05/91;Windsor, ON, CAN
Erik;Gudbranson;Ducks;https://www.nhl.com/player/erik-gudbranson-8475790;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475790.jpg;6;D;R;"6'5""";217;01/07/92;Ottawa, ON, CAN
Matt;Irwin;Ducks;https://www.nhl.com/player/matt-irwin-8475625;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475625.jpg;52;D;L;"6'1""";207;11/29/87;Victoria, BC, CAN
Jacob;Larsson;Ducks;https://www.nhl.com/player/jacob-larsson-8478491;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478491.jpg;32;D;L;"6'2""";190;04/29/97;Ljungby, SWE
Hampus;Lindholm;Ducks;https://www.nhl.com/player/hampus-lindholm-8476854;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476854.jpg;47;D;L;"6'3""";208;01/20/94;Helsingborg, SWE
Josh;Manson;Ducks;https://www.nhl.com/player/josh-manson-8476312;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476312.jpg;42;D;R;"6'3""";224;10/07/91;Hinsdale, IL, USA
John;Gibson;Ducks;https://www.nhl.com/player/john-gibson-8476434;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476434.jpg;36;G;--;"6'2""";207;07/14/93;Pittsburgh, PA, USA
Ryan;Miller;Ducks;https://www.nhl.com/player/ryan-miller-8468011;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8468011.jpg;30;G;--;"6'2""";170;07/17/80;East Lansing, MI, USA
Mikael;Backlund;Flames;https://www.nhl.com/player/mikael-backlund-8474150;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474150.jpg;11;C;L;"6'0""";200;03/17/89;Vasteras, SWE
Sam;Bennett;Flames;https://www.nhl.com/player/sam-bennett-8477935;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477935.jpg;93;C;L;"6'1""";195;06/20/96;Holland Landing, ON, CAN
Austin;Czarnik;Flames;https://www.nhl.com/player/austin-czarnik-8478512;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478512.jpg;27;C;R;"5'9""";170;12/12/92;Detroit, MI, USA
Dillon;Dube;Flames;https://www.nhl.com/player/dillon-dube-8479346;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479346.jpg;29;C;L;"5'11""";187;07/20/98;Golden, BC, CAN
Byron;Froese;Flames;https://www.nhl.com/player/byron-froese-8475278;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475278.jpg;38;C;R;"6'1""";202;03/12/91;Winkler, MB, CAN
Johnny;Gaudreau;Flames;https://www.nhl.com/player/johnny-gaudreau-8476346;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476346.jpg;13;LW;L;"5'9""";165;08/13/93;Salem, NJ, USA
Mark;Jankowski;Flames;https://www.nhl.com/player/mark-jankowski-8476873;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476873.jpg;77;C;L;"6'4""";212;09/13/94;Hamilton, ON, CAN
Elias;Lindholm;Flames;https://www.nhl.com/player/elias-lindholm-8477496;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477496.jpg;28;C;R;"6'1""";195;12/02/94;Boden, SWE
Milan;Lucic;Flames;https://www.nhl.com/player/milan-lucic-8473473;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473473.jpg;17;LW;L;"6'3""";231;06/07/88;Vancouver, BC, CAN
Andrew;Mangiapane;Flames;https://www.nhl.com/player/andrew-mangiapane-8478233;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478233.jpg;88;LW;L;"5'10""";184;04/04/96;Toronto, ON, CAN
Sean;Monahan;Flames;https://www.nhl.com/player/sean-monahan-8477497;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477497.jpg;23;C;L;"6'2""";200;10/12/94;Brampton, ON, CAN
Alan;Quine;Flames;https://www.nhl.com/player/alan-quine-8476409;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476409.jpg;89;C;L;"6'0""";203;02/25/93;Belleville, ON, CAN
Tobias;Rieder;Flames;https://www.nhl.com/player/tobias-rieder-8476356;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476356.jpg;16;C;L;"5'11""";186;01/10/93;Landshut, DEU
Zac;Rinaldo;Flames;https://www.nhl.com/player/zac-rinaldo-8474736;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474736.jpg;36;C;L;"5'10""";192;06/15/90;Mississauga, ON, CAN
Buddy;Robinson;Flames;https://www.nhl.com/player/buddy-robinson-8477210;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477210.jpg;53;RW;R;"6'6""";232;09/30/91;Bellmawr, NJ, USA
Derek;Ryan;Flames;https://www.nhl.com/player/derek-ryan-8478585;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478585.jpg;10;C;R;"5'10""";185;12/29/86;Spokane, WA, USA
Matthew;Tkachuk;Flames;https://www.nhl.com/player/matthew-tkachuk-8479314;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479314.jpg;19;LW;L;"6'2""";202;12/11/97;Scottsdale, AZ, USA
Rasmus;Andersson;Flames;https://www.nhl.com/player/rasmus-andersson-8478397;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478397.jpg;4;D;R;"6'1""";214;10/27/96;Malmö, SWE
TJ;Brodie;Flames;https://www.nhl.com/player/tj-brodie-8474673;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474673.jpg;7;D;L;"6'1""";185;06/07/90;Chatham, ON, CAN
Derek;Forbort;Flames;https://www.nhl.com/player/derek-forbort-8475762;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475762.jpg;20;D;L;"6'4""";219;03/04/92;Duluth, MN, USA
Mark;Giordano;Flames;https://www.nhl.com/player/mark-giordano-8470966;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470966.jpg;5;D;L;"6'1""";200;10/03/83;Toronto, ON, CAN
Erik;Gustafsson;Flames;https://www.nhl.com/player/erik-gustafsson-8476979;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476979.jpg;56;D;L;"6'0""";197;03/14/92;Nynashamn, SWE
Travis;Hamonic;Flames;https://www.nhl.com/player/travis-hamonic-8474612;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474612.jpg;24;D;R;"6'2""";205;08/16/90;St. Malo, MB, CAN
Noah;Hanifin;Flames;https://www.nhl.com/player/noah-hanifin-8478396;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478396.jpg;55;D;L;"6'3""";215;01/25/97;Boston, MA, USA
Oliver;Kylington;Flames;https://www.nhl.com/player/oliver-kylington-8478430;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478430.jpg;58;D;L;"6'0""";183;05/19/97;Stockholm, SWE
Michael;Stone;Flames;https://www.nhl.com/player/michael-stone-8474628;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474628.jpg;26;D;R;"6'3""";210;06/07/90;Winnipeg, MB, CAN
Juuso;Valimaki;Flames;https://www.nhl.com/player/juuso-valimaki-8479976;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479976.jpg;8;D;L;"6'2""";212;10/06/98;Tampere, FIN
Alexander;Yelesin;Flames;https://www.nhl.com/player/alexander-yelesin-8481630;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481630.jpg;45;D;R;"6'0""";195;02/07/96;Yaroslavl, RUS
Jon;Gillies;Flames;https://www.nhl.com/player/jon-gillies-8476903;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476903.jpg;32;G;--;"6'6""";223;01/22/94;Concord, NH, USA
David;Rittich;Flames;https://www.nhl.com/player/david-rittich-8479496;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479496.jpg;33;G;--;"6'3""";206;08/19/92;Jihlava, CZE
Cam;Talbot;Flames;https://www.nhl.com/player/cam-talbot-8475660;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475660.jpg;39;G;--;"6'4""";196;07/05/87;Caledonia, ON, CAN
Artyom;Zagidulin;Flames;https://www.nhl.com/player/artyom-zagidulin-8481501;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481501.jpg;50;G;--;"6'2""";180;08/08/95;Magnitogorsk, RUS
Andy;Andreoff;Flyers;https://www.nhl.com/player/andy-andreoff-8476404;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476404.jpg;10;C;L;"6'1""";203;05/17/91;Pickering, ON, CAN
Nicolas;Aube-Kubel;Flyers;https://www.nhl.com/player/nicolas-aube-kubel-8477979;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477979.jpg;62;RW;R;"5'11""";187;05/10/96;Slave Lake, AB, CAN
Connor;Bunnaman;Flyers;https://www.nhl.com/player/connor-bunnaman-8479382;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479382.jpg;82;C;L;"6'1""";207;04/16/98;Guelph, ON, CAN
Sean;Couturier;Flyers;https://www.nhl.com/player/sean-couturier-8476461;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476461.jpg;14;C;L;"6'3""";211;12/07/92;Phoenix, AZ, USA
Joel;Farabee;Flyers;https://www.nhl.com/player/joel-farabee-8480797;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480797.jpg;49;LW;L;"6'0""";164;02/25/00;Syracuse, NY, USA
Morgan;Frost;Flyers;https://www.nhl.com/player/morgan-frost-8480028;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480028.jpg;48;C;L;"5'11""";170;05/14/99;Aurora, ON, CAN
Claude;Giroux;Flyers;https://www.nhl.com/player/claude-giroux-8473512;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473512.jpg;28;C;R;"5'11""";185;01/12/88;Hearst, ON, CAN
Derek;Grant;Flyers;https://www.nhl.com/player/derek-grant-8474683;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474683.jpg;38;C;L;"6'3""";206;04/20/90;Abbotsford, BC, CAN
Kevin;Hayes;Flyers;https://www.nhl.com/player/kevin-hayes-8475763;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475763.jpg;13;C;L;"6'5""";216;05/08/92;Dorchester, MA, USA
Travis;Konecny;Flyers;https://www.nhl.com/player/travis-konecny-8478439;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478439.jpg;11;RW;R;"5'10""";175;03/11/97;London, ON, CAN
Scott;Laughton;Flyers;https://www.nhl.com/player/scott-laughton-8476872;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476872.jpg;21;C;L;"6'1""";190;05/30/94;Oakville, ON, CAN
Oskar;Lindblom;Flyers;https://www.nhl.com/player/oskar-lindblom-8478067;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478067.jpg;23;LW;L;"6'1""";191;08/15/96;Gävle, SWE
Tyler;Pitlick;Flyers;https://www.nhl.com/player/tyler-pitlick-8475752;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475752.jpg;18;C;R;"6'2""";200;11/01/91;Minneapolis, MN, USA
Michael;Raffl;Flyers;https://www.nhl.com/player/michael-raffl-8477290;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477290.jpg;12;LW;L;"6'0""";200;12/01/88;Villach, AUT
Chris;Stewart;Flyers;https://www.nhl.com/player/chris-stewart-8473485;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473485.jpg;44;RW;R;"6'2""";242;10/30/87;Toronto, ON, CAN
Nate;Thompson;Flyers;https://www.nhl.com/player/nate-thompson-8470775;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470775.jpg;44;C;L;"6'1""";205;10/05/84;Anchorage, AK, USA
James;van Riemsdyk;Flyers;https://www.nhl.com/player/james-van-riemsdyk-8474037;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474037.jpg;25;LW;L;"6'3""";217;05/04/89;Middletown, NJ, USA
Jakub;Voracek;Flyers;https://www.nhl.com/player/jakub-voracek-8474161;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474161.jpg;93;RW;L;"6'2""";214;08/15/89;Kladno, CZE
Justin;Braun;Flyers;https://www.nhl.com/player/justin-braun-8474027;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474027.jpg;61;D;R;"6'2""";205;02/10/87;Minneapolis, MN, USA
Mark;Friedman;Flyers;https://www.nhl.com/player/mark-friedman-8478017;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478017.jpg;59;D;R;"5'11""";185;12/25/95;Toronto, ON, CAN
Shayne;Gostisbehere;Flyers;https://www.nhl.com/player/shayne-gostisbehere-8476906;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476906.jpg;53;D;L;"5'11""";180;04/20/93;Pembroke Pines, FL, USA
Robert;Hagg;Flyers;https://www.nhl.com/player/robert-hagg-8477462;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477462.jpg;8;D;L;"6'2""";204;02/08/95;Uppsala, SWE
Samuel;Morin;Flyers;https://www.nhl.com/player/samuel-morin-8477502;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477502.jpg;55;D;L;"6'6""";202;07/12/95;Lac-Beauport, QC, CAN
Philippe;Myers;Flyers;https://www.nhl.com/player/philippe-myers-8479026;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479026.jpg;5;D;R;"6'5""";210;01/25/97;Moncton, NB, CAN
Matt;Niskanen;Flyers;https://www.nhl.com/player/matt-niskanen-8471702;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471702.jpg;15;D;R;"6'1""";203;12/06/86;Virginia, MN, USA
Ivan;Provorov;Flyers;https://www.nhl.com/player/ivan-provorov-8478500;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478500.jpg;9;D;L;"6'1""";201;01/13/97;Yaroslavl, RUS
Travis;Sanheim;Flyers;https://www.nhl.com/player/travis-sanheim-8477948;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477948.jpg;6;D;L;"6'3""";181;03/29/96;Elkhorn, MB, CAN
Andy;Welinski;Flyers;https://www.nhl.com/player/andy-welinski-8476407;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476407.jpg;3;D;R;"6'1""";201;04/27/93;Duluth, MN, USA
Egor;Zamula;Flyers;https://www.nhl.com/player/egor-zamula-8481178;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481178.jpg;54;D;L;"6'3""";177;03/30/00;Chelyabinsk, RUS
Brian;Elliott;Flyers;https://www.nhl.com/player/brian-elliott-8470880;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470880.jpg;37;G;--;"6'2""";209;04/09/85;Newmarket, ON, CAN
Carter;Hart;Flyers;https://www.nhl.com/player/carter-hart-8479394;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479394.jpg;79;G;--;"6'2""";181;08/13/98;Sherwood Park, AB, CAN
